n_steps,epoch,train_loss
247000,15.09,0.6633
247500,15.12,0.6626
248000,15.15,0.6642
248500,15.18,0.6626
249000,15.21,0.6641
249500,15.24,0.6643
250000,15.27,0.6612
250500,15.3,0.6636
251000,15.33,0.6623
251500,15.36,0.6658
252000,15.39,0.663
252500,15.42,0.6612
253000,15.45,0.6639
253500,15.48,0.6649
254000,15.52,0.6622
254500,15.55,0.6628
255000,15.58,0.6634
255500,15.61,0.6649
256000,15.64,0.6617
256500,15.67,0.6664
257000,15.7,0.6643
257500,15.73,0.6626
258000,15.76,0.666
258500,15.79,0.6638
259000,15.82,0.6632
259500,15.85,0.6634
260000,15.88,0.6657
260500,15.91,0.6649
261000,15.94,0.6643
261500,15.97,0.6648
262000,16.0,0.6637
262500,16.03,0.6588
263000,16.06,0.6602
263500,16.1,0.6602
264000,16.13,0.6581
264500,16.16,0.6595
265000,16.19,0.6585
265500,16.22,0.6614
266000,16.25,0.6603
266500,16.28,0.6616
267000,16.31,0.6604
267500,16.34,0.6606
268000,16.37,0.6608
268500,16.4,0.6635
269000,16.43,0.6598
269500,16.46,0.6602
270000,16.49,0.6633
270500,16.52,0.6619
271000,16.55,0.6618
271500,16.58,0.6636
272000,16.61,0.6608
272500,16.65,0.6657
273000,16.68,0.6632
273500,16.71,0.6643
274000,16.74,0.6624
274500,16.77,0.66
275000,16.8,0.6589
275500,16.83,0.6652
276000,16.86,0.6615
276500,16.89,0.664
277000,16.92,0.6627
277500,16.95,0.66
278000,16.98,0.6618
278500,17.01,0.6609
279000,17.04,0.6589
279500,17.07,0.6608
280000,17.1,0.6566
280500,17.13,0.657
281000,17.16,0.6609
281500,17.2,0.6595
282000,17.23,0.6603
282500,17.26,0.6582
283000,17.29,0.6585
283500,17.32,0.6601
284000,17.35,0.6593
284500,17.38,0.6606
285000,17.41,0.6598
285500,17.44,0.6594
286000,17.47,0.6578
286500,17.5,0.6597
287000,17.53,0.6588
287500,17.56,0.6621
288000,17.59,0.6573
288500,17.62,0.6598
289000,17.65,0.6593
289500,17.68,0.6572
290000,17.71,0.6612
290500,17.74,0.6585
291000,17.78,0.66
291500,17.81,0.6599
292000,17.84,0.6603
292500,17.87,0.6596
293000,17.9,0.6578
293500,17.93,0.6628
294000,17.96,0.6594
294500,17.99,0.6586
295000,18.02,0.6597
295500,18.05,0.658
296000,18.08,0.6565
296500,18.11,0.6577
297000,18.14,0.6575
297500,18.17,0.6581
298000,18.2,0.658
298500,18.23,0.6607
299000,18.26,0.6571
299500,18.29,0.6544
300000,18.33,0.657
