,var1,var2,distance,mutual_information
1622,X57,X26,4,0.0
1623,X57,X27,6,6.331371962967857e-12
1624,X57,X28,2,0.1999399905857963
1625,X57,X29,5,0.0
1626,X57,X30,7,0.0
1627,X57,X31,-1,0.0
1628,X57,X32,7,0.0
1629,X57,X33,6,3.470635841320885e-07
1630,X57,X34,6,2.7307034272178914e-06
1631,X57,X35,1,0.3450168769634991
1632,X57,X36,1,0.006402008651571118
1633,X57,X37,-1,0.0
1634,X57,X38,-1,0.0
1635,X57,X39,7,0.0
1636,X57,X40,5,0.0
1637,X57,X41,6,0.0
1638,X57,X42,5,0.0
1639,X57,X43,6,4.857163834555607e-09
1640,X57,X44,6,1.5007652825686345e-06
1641,X57,X45,-1,0.0
1642,X57,X46,7,0.0
1643,X57,X47,4,6.402288922047173e-07
1644,X57,X48,-1,0.0
1645,X57,X49,6,-2.6698818210193365e-17
1646,X57,X50,8,4.168530713990731e-16
1647,X57,X51,6,2.42225574016896e-15
1648,X57,X52,6,0.0
1649,X57,X53,8,0.0
1650,X57,X54,7,0.0
1651,X57,X55,4,0.0
1652,X57,X56,8,0.0
1653,X58,X0,8,0.0
1654,X58,X1,4,0.0
1655,X58,X2,4,0.0
1656,X58,X3,7,0.0
1657,X58,X4,6,6.9165753148703916e-12
1658,X58,X5,4,9.505428796713251e-08
1659,X58,X6,8,0.0
1660,X58,X7,6,0.0
1661,X58,X8,-1,0.0
1662,X58,X9,9,0.0
1663,X58,X10,3,2.3701047684272992e-07
1664,X58,X11,6,0.0
1665,X58,X12,10,0.0
1666,X58,X13,5,0.0
1667,X58,X14,6,0.0
1668,X58,X15,5,0.0
1669,X58,X16,5,0.0
1670,X58,X17,7,0.0
1671,X58,X18,10,0.0
1672,X58,X19,3,3.63056008230296e-07
1673,X58,X20,8,0.0
1674,X58,X21,5,0.0
1675,X58,X22,5,0.0
1676,X58,X23,3,0.0
1677,X58,X24,6,0.0
1678,X58,X25,6,0.0
1679,X58,X26,10,0.0
1680,X58,X27,6,0.0
1681,X58,X28,8,0.0
1682,X58,X29,6,0.0
1683,X58,X30,6,0.0
1684,X58,X31,-1,0.0
1685,X58,X32,7,0.0
1686,X58,X33,4,1.69423604101085e-08
1687,X58,X34,5,6.908131769860249e-09
1688,X58,X35,7,0.0
1689,X58,X36,9,0.0
1690,X58,X37,-1,0.0
1691,X58,X38,-1,0.0
1692,X58,X39,5,0.0
1693,X58,X40,7,0.0
1694,X58,X41,6,0.0
1695,X58,X42,7,0.0
1696,X58,X43,2,8.74577006574295e-07
1697,X58,X44,6,0.0
1698,X58,X45,-1,0.0
1699,X58,X46,7,0.0
1700,X58,X47,5,0.0
1701,X58,X48,-1,0.0
1702,X58,X49,4,0.0
1703,X58,X50,5,0.0
1704,X58,X51,5,0.0
1705,X58,X52,6,0.0
1706,X58,X53,10,0.0
1707,X58,X54,7,0.0
1708,X58,X55,6,0.0
1709,X58,X56,6,0.0
1710,X58,X57,8,0.0
1711,X59,X0,-1,0.0
1712,X59,X1,-1,0.0
1713,X59,X2,-1,0.0
1714,X59,X3,-1,0.0
1715,X59,X4,-1,0.0
1716,X59,X5,-1,0.0
1717,X59,X6,-1,0.0
1718,X59,X7,-1,0.0
1719,X59,X8,-1,0.0
1720,X59,X9,-1,0.0
1721,X59,X10,-1,0.0
1722,X59,X11,-1,0.0
1723,X59,X12,-1,0.0
1724,X59,X13,-1,0.0
1725,X59,X14,-1,0.0
1726,X59,X15,-1,0.0
1727,X59,X16,-1,0.0
1728,X59,X17,-1,0.0
1729,X59,X18,-1,0.0
1730,X59,X19,-1,0.0
1731,X59,X20,-1,0.0
1732,X59,X21,-1,0.0
1733,X59,X22,-1,0.0
1734,X59,X23,-1,0.0
1735,X59,X24,-1,0.0
1736,X59,X25,-1,0.0
1737,X59,X26,-1,0.0
1738,X59,X27,-1,0.0
1739,X59,X28,-1,0.0
1740,X59,X29,-1,0.0
1741,X59,X30,-1,0.0
1742,X59,X31,-1,0.0
1743,X59,X32,-1,0.0
1744,X59,X33,-1,0.0
1745,X59,X34,-1,0.0
1746,X59,X35,-1,0.0
1747,X59,X36,-1,0.0
1748,X59,X37,-1,0.0
1749,X59,X38,-1,0.0
1750,X59,X39,-1,0.0
1751,X59,X40,-1,0.0
1752,X59,X41,-1,0.0
1753,X59,X42,-1,0.0
1754,X59,X43,-1,0.0
1755,X59,X44,-1,0.0
1756,X59,X45,-1,0.0
1757,X59,X46,-1,0.0
1758,X59,X47,-1,0.0
1759,X59,X48,-1,0.0
1760,X59,X49,-1,0.0
1761,X59,X50,-1,0.0
1762,X59,X51,-1,0.0
1763,X59,X52,-1,0.0
1764,X59,X53,-1,0.0
1765,X59,X54,-1,0.0
1766,X59,X55,-1,0.0
1767,X59,X56,-1,0.0
1768,X59,X57,-1,0.0
1769,X59,X58,-1,0.0
1770,X60,X0,-1,0.0
1771,X60,X1,-1,0.0
1772,X60,X2,-1,0.0
1773,X60,X3,-1,0.0
1774,X60,X4,-1,0.0
1775,X60,X5,-1,0.0
1776,X60,X6,-1,0.0
1777,X60,X7,-1,0.0
1778,X60,X8,-1,0.0
1779,X60,X9,-1,0.0
1780,X60,X10,-1,0.0
1781,X60,X11,-1,0.0
1782,X60,X12,-1,0.0
1783,X60,X13,-1,0.0
1784,X60,X14,-1,0.0
1785,X60,X15,-1,0.0
1786,X60,X16,-1,0.0
1787,X60,X17,-1,0.0
1788,X60,X18,-1,0.0
1789,X60,X19,-1,0.0
1790,X60,X20,-1,0.0
1791,X60,X21,-1,0.0
1792,X60,X22,-1,0.0
1793,X60,X23,-1,0.0
1794,X60,X24,-1,0.0
1795,X60,X25,-1,0.0
1796,X60,X26,-1,0.0
1797,X60,X27,-1,0.0
1798,X60,X28,-1,0.0
1799,X60,X29,-1,0.0
1800,X60,X30,-1,0.0
1801,X60,X31,-1,0.0
1802,X60,X32,-1,0.0
1803,X60,X33,-1,0.0
1804,X60,X34,-1,0.0
1805,X60,X35,-1,0.0
1806,X60,X36,-1,0.0
1807,X60,X37,-1,0.0
1808,X60,X38,-1,0.0
1809,X60,X39,-1,0.0
1810,X60,X40,-1,0.0
1811,X60,X41,-1,0.0
1812,X60,X42,-1,0.0
1813,X60,X43,-1,0.0
1814,X60,X44,-1,0.0
1815,X60,X45,-1,0.0
1816,X60,X46,-1,0.0
1817,X60,X47,-1,0.0
1818,X60,X48,-1,0.0
1819,X60,X49,-1,0.0
1820,X60,X50,-1,0.0
1821,X60,X51,-1,0.0
1822,X60,X52,-1,0.0
1823,X60,X53,-1,0.0
1824,X60,X54,-1,0.0
1825,X60,X55,-1,0.0
1826,X60,X56,-1,0.0
1827,X60,X57,-1,0.0
1828,X60,X58,-1,0.0
1829,X60,X59,-1,0.0
1830,X61,X0,7,-7.473718852280492e-17
1831,X61,X1,1,0.1471992068918257
1832,X61,X2,3,1.3758175184490747e-08
1833,X61,X3,2,0.0015254362698492643
1834,X61,X4,2,3.094185192285045e-05
1835,X61,X5,5,3.9022539749777744e-05
1836,X61,X6,3,5.758578481498429e-07
1837,X61,X7,3,1.1256996296150792e-06
1838,X61,X8,-1,0.0
1839,X61,X9,4,0.0
1840,X61,X10,4,9.631730079462907e-05
1841,X61,X11,4,0.0
1842,X61,X12,7,0.0
1843,X61,X13,2,6.581456500951268e-05
1844,X61,X14,5,0.0
1845,X61,X15,5,0.0
1846,X61,X16,4,3.942422891693625e-09
1847,X61,X17,2,0.000379521371924439
1848,X61,X18,5,0.0
1849,X61,X19,3,0.00014144695366931576
1850,X61,X20,7,0.0
1851,X61,X21,2,0.0024960479389128706
1852,X61,X22,2,4.426495864834432e-05
1853,X61,X23,2,0.0007720385017681904
1854,X61,X24,5,2.864069804061699e-11
1855,X61,X25,1,0.0032153226132423645
1856,X61,X26,7,0.0
1857,X61,X27,3,1.9638723569096448e-05
1858,X61,X28,3,0.00017690670273252072
1859,X61,X29,4,0.0
1860,X61,X30,3,0.0
1861,X61,X31,-1,0.0
1862,X61,X32,6,0.0
1863,X61,X33,2,6.868027649279936e-06
1864,X61,X34,1,0.04116690856332547
1865,X61,X35,4,0.00011170046725902938
1866,X61,X36,6,8.143992681046582e-07
1867,X61,X37,-1,0.0
1868,X61,X38,-1,0.0
1869,X61,X39,5,0.0
1870,X61,X40,4,0.0
1871,X61,X41,3,5.585640556116092e-08
1872,X61,X42,2,2.0470419261530494e-07
1873,X61,X43,3,0.00032587426390412975
1874,X61,X44,5,5.621500697258102e-10
1875,X61,X45,-1,0.0
1876,X61,X46,4,0.0
1877,X61,X47,2,0.03231537724820109
1878,X61,X48,-1,0.0
1879,X61,X49,4,-1.5042590239790395e-16
1880,X61,X50,6,-1.0345767744448503e-17
1881,X61,X51,3,4.2018815940412974e-16
1882,X61,X52,1,0.01617940395970097
1883,X61,X53,5,0.0
1884,X61,X54,6,0.0
1885,X61,X55,3,0.0
1886,X61,X56,6,0.0
1887,X61,X57,5,6.637068903590435e-05
1888,X61,X58,5,0.0
1889,X61,X59,-1,0.0
1890,X61,X60,-1,0.0
1891,X62,X0,-1,0.0
1892,X62,X1,-1,0.0
1893,X62,X2,-1,0.0
1894,X62,X3,-1,0.0
1895,X62,X4,-1,0.0
1896,X62,X5,-1,0.0
1897,X62,X6,-1,0.0
1898,X62,X7,-1,0.0
1899,X62,X8,-1,0.0
1900,X62,X9,-1,0.0
1901,X62,X10,-1,0.0
1902,X62,X11,-1,0.0
1903,X62,X12,-1,0.0
1904,X62,X13,-1,0.0
1905,X62,X14,-1,0.0
1906,X62,X15,-1,0.0
1907,X62,X16,-1,0.0
1908,X62,X17,-1,0.0
1909,X62,X18,-1,0.0
1910,X62,X19,-1,0.0
1911,X62,X20,-1,0.0
1912,X62,X21,-1,0.0
1913,X62,X22,-1,0.0
1914,X62,X23,-1,0.0
1915,X62,X24,-1,0.0
1916,X62,X25,-1,0.0
1917,X62,X26,-1,0.0
1918,X62,X27,-1,0.0
1919,X62,X28,-1,0.0
1920,X62,X29,-1,0.0
1921,X62,X30,-1,0.0
1922,X62,X31,-1,0.0
1923,X62,X32,-1,0.0
1924,X62,X33,-1,0.0
1925,X62,X34,-1,0.0
1926,X62,X35,-1,0.0
1927,X62,X36,-1,0.0
1928,X62,X37,-1,0.0
1929,X62,X38,-1,0.0
1930,X62,X39,-1,0.0
1931,X62,X40,-1,0.0
1932,X62,X41,-1,0.0
1933,X62,X42,-1,0.0
1934,X62,X43,-1,0.0
1935,X62,X44,-1,0.0
1936,X62,X45,1,0.044826695656998906
1937,X62,X46,-1,0.0
1938,X62,X47,-1,0.0
1939,X62,X48,-1,0.0
1940,X62,X49,-1,0.0
1941,X62,X50,-1,0.0
1942,X62,X51,-1,0.0
1943,X62,X52,-1,0.0
1944,X62,X53,-1,0.0
1945,X62,X54,-1,0.0
1946,X62,X55,-1,0.0
1947,X62,X56,-1,0.0
1948,X62,X57,-1,0.0
1949,X62,X58,-1,0.0
1950,X62,X59,-1,0.0
1951,X62,X60,-1,0.0
1952,X62,X61,-1,0.0
1953,X63,X0,6,2.1880320659237833e-13
1954,X63,X1,5,9.560098328862844e-10
1955,X63,X2,3,0.0
1956,X63,X3,4,0.0
1957,X63,X4,6,1.6268518292933319e-13
1958,X63,X5,6,6.191737423613067e-13
1959,X63,X6,5,0.0
1960,X63,X7,5,0.0
1961,X63,X8,-1,0.0
1962,X63,X9,6,0.0
1963,X63,X10,6,4.94964922270206e-13
1964,X63,X11,7,0.0
1965,X63,X12,9,0.0
1966,X63,X13,6,3.194209689417466e-13
1967,X63,X14,4,0.0
1968,X63,X15,6,0.0
1969,X63,X16,4,0.0
1970,X63,X17,4,0.0
1971,X63,X18,7,0.0
1972,X63,X19,4,7.457271622764923e-13
1973,X63,X20,5,0.0
1974,X63,X21,5,4.870739714894534e-11
1975,X63,X22,6,2.438280920676872e-13
1976,X63,X23,6,4.043013455067127e-12
1977,X63,X24,3,1.3132536838660665e-05
1978,X63,X25,3,3.9070721771853863e-07
1979,X63,X26,9,0.0
1980,X63,X27,3,4.1589866676874226e-07
1981,X63,X28,5,0.0
1982,X63,X29,5,0.0
1983,X63,X30,7,0.0
1984,X63,X31,-1,0.0
1985,X63,X32,4,0.0
1986,X63,X33,5,3.584508840568369e-14
1987,X63,X34,5,1.6290745290156164e-10
1988,X63,X35,6,0.0
1989,X63,X36,8,0.0
1990,X63,X37,-1,0.0
1991,X63,X38,-1,0.0
1992,X63,X39,5,0.0
1993,X63,X40,6,0.0
1994,X63,X41,1,0.01738677507066047
1995,X63,X42,2,0.00547042683365905
1996,X63,X43,5,1.7157269380491775e-12
1997,X63,X44,5,0.0
1998,X63,X45,-1,0.0
1999,X63,X46,6,0.0
2000,X63,X47,5,1.83801292252641e-10
2001,X63,X48,-1,0.0
2002,X63,X49,5,9.128076318957018e-14
2003,X63,X50,5,2.2513712483067098e-11
2004,X63,X51,4,1.5642982503744646e-10
2005,X63,X52,5,0.0
2006,X63,X53,7,0.0
2007,X63,X54,6,0.0
2008,X63,X55,5,0.0
2009,X63,X56,6,0.0
2010,X63,X57,7,0.0
2011,X63,X58,7,0.0
2012,X63,X59,-1,0.0
2013,X63,X60,-1,0.0
2014,X63,X61,4,2.5825772496159425e-09
2015,X63,X62,-1,0.0
2016,X64,X0,4,1.933322178328068e-11
2017,X64,X1,4,2.7291518968533044e-07
2018,X64,X2,1,0.001769546125154635
2019,X64,X3,2,0.0
2020,X64,X4,5,5.182210472655416e-09
2021,X64,X5,4,7.654989671361401e-08
2022,X64,X6,3,0.0
2023,X64,X7,3,1.5199811782729363e-05
2024,X64,X8,-1,0.0
2025,X64,X9,4,0.0
2026,X64,X10,4,1.8520046341735603e-07
2027,X64,X11,5,0.0
2028,X64,X12,7,0.0
2029,X64,X13,4,1.1827030160825515e-07
2030,X64,X14,2,0.0
2031,X64,X15,4,0.0
2032,X64,X16,2,0.000441941806812158
2033,X64,X17,4,4.200024199017824e-08
2034,X64,X18,5,0.0
2035,X64,X19,2,0.00028088901759886864
2036,X64,X20,3,0.0
2037,X64,X21,3,4.786405469232928e-06
2038,X64,X22,5,6.937640783099797e-11
2039,X64,X23,4,1.5195817132821144e-06
2040,X64,X24,1,0.0011854225406352148
2041,X64,X25,3,1.9891516063783547e-06
2042,X64,X26,7,0.0
2043,X64,X27,1,3.5317549782748286e-05
2044,X64,X28,5,9.07855134504965e-08
2045,X64,X29,3,0.0005977455676056639
2046,X64,X30,6,0.0
2047,X64,X31,-1,0.0
2048,X64,X32,2,0.0
2049,X64,X33,3,1.2298923316152427e-05
2050,X64,X34,4,5.1519619880830835e-06
2051,X64,X35,4,1.4465063099334044e-07
2052,X64,X36,6,1.0604824204915989e-09
2053,X64,X37,-1,0.0
2054,X64,X38,-1,0.0
2055,X64,X39,3,0.0
2056,X64,X40,4,0.00032895526391361885
2057,X64,X41,1,0.021957586524832484
2058,X64,X42,2,0.013241007711916039
2059,X64,X43,3,6.455076953395701e-07
2060,X64,X44,3,4.950736262827399e-05
2061,X64,X45,-1,0.0
2062,X64,X46,4,0.0
2063,X64,X47,3,0.00030129111372191467
2064,X64,X48,-1,0.0
2065,X64,X49,3,8.063728346074638e-12
2066,X64,X50,3,1.987674372526903e-09
2067,X64,X51,2,1.3786440999748458e-08
2068,X64,X52,5,0.0
2069,X64,X53,5,0.0
2070,X64,X54,4,0.0
2071,X64,X55,3,0.0010871649777273098
2072,X64,X56,4,0.0
2073,X64,X57,5,8.61300888935611e-08
2074,X64,X58,5,0.0
2075,X64,X59,-1,0.0
2076,X64,X60,-1,0.0
2077,X64,X61,4,1.311294676033159e-08
2078,X64,X62,-1,0.0
2079,X64,X63,2,0.004304492604417736
2080,X65,X0,7,0.0
2081,X65,X1,3,0.0
2082,X65,X2,3,0.0
2083,X65,X3,6,0.0
2084,X65,X4,5,2.069391399921842e-08
2085,X65,X5,3,0.0002815459836457532
2086,X65,X6,7,0.0
2087,X65,X7,5,0.0
2088,X65,X8,-1,0.0
2089,X65,X9,8,0.0
2090,X65,X10,2,0.0007160749580970719
2091,X65,X11,5,0.0
2092,X65,X12,9,0.0
2093,X65,X13,4,0.0
2094,X65,X14,5,0.0
2095,X65,X15,4,0.0
2096,X65,X16,4,0.0
2097,X65,X17,6,0.0
2098,X65,X18,9,0.0
2099,X65,X19,2,0.0011702084018035768
2100,X65,X20,7,0.0
2101,X65,X21,4,0.0
2102,X65,X22,4,0.0
2103,X65,X23,2,0.0
2104,X65,X24,5,0.0
2105,X65,X25,5,0.0
2106,X65,X26,9,0.0
2107,X65,X27,5,0.0
2108,X65,X28,7,0.0
2109,X65,X29,5,0.0
2110,X65,X30,5,0.0
2111,X65,X31,-1,0.0
2112,X65,X32,6,0.0
2113,X65,X33,3,5.0379963097906574e-05
2114,X65,X34,4,2.055547659917203e-05
2115,X65,X35,6,0.0
2116,X65,X36,8,0.0
2117,X65,X37,-1,0.0
2118,X65,X38,-1,0.0
2119,X65,X39,4,0.0
2120,X65,X40,6,0.0
2121,X65,X41,5,0.0
2122,X65,X42,6,0.0
2123,X65,X43,1,0.0033416779789292115
2124,X65,X44,5,0.0
2125,X65,X45,-1,0.0
2126,X65,X46,6,0.0
2127,X65,X47,4,0.0
2128,X65,X48,-1,0.0
2129,X65,X49,3,0.0
2130,X65,X50,4,0.0
2131,X65,X51,4,0.0
2132,X65,X52,5,0.0
2133,X65,X53,9,0.0
2134,X65,X54,6,0.0
2135,X65,X55,5,0.0
2136,X65,X56,5,0.0
2137,X65,X57,7,0.0
2138,X65,X58,1,5.5784347930202295e-05
2139,X65,X59,-1,0.0
2140,X65,X60,-1,0.0
2141,X65,X61,4,0.0
2142,X65,X62,-1,0.0
2143,X65,X63,6,0.0
2144,X65,X64,4,0.0
2145,X66,X0,7,1.179585296602051e-15
2146,X66,X1,4,2.2238759808163163e-05
2147,X66,X2,2,0.014161078015147786
2148,X66,X3,1,0.008506130411509327
2149,X66,X4,5,8.144356921331651e-08
2150,X66,X5,6,9.667544458333657e-07
2151,X66,X6,2,3.072979986777234e-06
2152,X66,X7,4,0.0001067739966325509
2153,X66,X8,-1,0.0
2154,X66,X9,3,0.0
2155,X66,X10,5,2.393171251071106e-06
2156,X66,X11,6,0.0
2157,X66,X12,8,0.0
2158,X66,X13,5,1.5447406437437067e-06
2159,X66,X14,5,0.0
2160,X66,X15,5,0.0
2161,X66,X16,3,0.004039689483191198
2162,X66,X17,3,3.0961174362603813e-07
2163,X66,X18,4,0.0
2164,X66,X19,3,0.003065033860914338
2165,X66,X20,6,0.0
2166,X66,X21,5,6.0349565140240934e-05
2167,X66,X22,5,5.673142501396057e-09
2168,X66,X23,5,1.955163474653336e-05
2169,X66,X24,4,7.631214907529566e-08
2170,X66,X25,2,0.004092102834337103
2171,X66,X26,8,0.0
2172,X66,X27,2,0.00010427450517483741
2173,X66,X28,4,6.691655281925693e-07
2174,X66,X29,2,0.010258342619581404
2175,X66,X30,6,0.0
2176,X66,X31,-1,0.0
2177,X66,X32,5,0.0
2178,X66,X33,4,0.00014695441065076548
2179,X66,X34,4,8.156133018063193e-05
2180,X66,X35,5,1.0656079098241142e-06
2181,X66,X36,7,7.819612991369633e-09
2182,X66,X37,-1,0.0
2183,X66,X38,-1,0.0
2184,X66,X39,5,0.0
2185,X66,X40,4,0.003932651794635832
2186,X66,X41,4,0.0
2187,X66,X42,3,0.0
2188,X66,X43,4,8.297401581051065e-06
2189,X66,X44,4,0.0005729971422810693
2190,X66,X45,-1,0.0
2191,X66,X46,1,0.005724988561547913
2192,X66,X47,4,0.0035201398051059145
2193,X66,X48,-1,0.0
2194,X66,X49,4,3.8982602724973446e-16
2195,X66,X50,6,1.3077687270042557e-13
2196,X66,X51,5,9.088434792585055e-13
2197,X66,X52,4,0.0
2198,X66,X53,4,0.0
2199,X66,X54,5,0.0
2200,X66,X55,3,0.01193767833688518
2201,X66,X56,6,0.0
2202,X66,X57,6,6.347236323529944e-07
2203,X66,X58,6,0.0
2204,X66,X59,-1,0.0
2205,X66,X60,-1,0.0
2206,X66,X61,3,2.7058243945686077e-05
2207,X66,X62,-1,0.0
2208,X66,X63,5,0.0
2209,X66,X64,3,3.296576888541159e-05
2210,X66,X65,5,0.0
2211,X67,X0,-1,0.0
2212,X67,X1,-1,0.0
2213,X67,X2,-1,0.0
2214,X67,X3,-1,0.0
2215,X67,X4,-1,0.0
2216,X67,X5,-1,0.0
2217,X67,X6,-1,0.0
2218,X67,X7,-1,0.0
2219,X67,X8,-1,0.0
2220,X67,X9,-1,0.0
2221,X67,X10,-1,0.0
2222,X67,X11,-1,0.0
2223,X67,X12,-1,0.0
2224,X67,X13,-1,0.0
2225,X67,X14,-1,0.0
2226,X67,X15,-1,0.0
2227,X67,X16,-1,0.0
2228,X67,X17,-1,0.0
2229,X67,X18,-1,0.0
2230,X67,X19,-1,0.0
2231,X67,X20,-1,0.0
2232,X67,X21,-1,0.0
2233,X67,X22,-1,0.0
2234,X67,X23,-1,0.0
2235,X67,X24,-1,0.0
2236,X67,X25,-1,0.0
2237,X67,X26,-1,0.0
2238,X67,X27,-1,0.0
2239,X67,X28,-1,0.0
2240,X67,X29,-1,0.0
2241,X67,X30,-1,0.0
2242,X67,X31,-1,0.0
2243,X67,X32,-1,0.0
2244,X67,X33,-1,0.0
2245,X67,X34,-1,0.0
2246,X67,X35,-1,0.0
2247,X67,X36,-1,0.0
2248,X67,X37,-1,0.0
2249,X67,X38,-1,0.0
2250,X67,X39,-1,0.0
2251,X67,X40,-1,0.0
2252,X67,X41,-1,0.0
2253,X67,X42,-1,0.0
2254,X67,X43,-1,0.0
2255,X67,X44,-1,0.0
2256,X67,X45,-1,0.0
2257,X67,X46,-1,0.0
2258,X67,X47,-1,0.0
2259,X67,X48,-1,0.0
2260,X67,X49,-1,0.0
2261,X67,X50,-1,0.0
2262,X67,X51,-1,0.0
2263,X67,X52,-1,0.0
2264,X67,X53,-1,0.0
2265,X67,X54,-1,0.0
2266,X67,X55,-1,0.0
2267,X67,X56,-1,0.0
2268,X67,X57,-1,0.0
2269,X67,X58,-1,0.0
2270,X67,X59,-1,0.0
2271,X67,X60,-1,0.0
2272,X67,X61,-1,0.0
2273,X67,X62,-1,0.0
2274,X67,X63,-1,0.0
2275,X67,X64,-1,0.0
2276,X67,X65,-1,0.0
2277,X67,X66,-1,0.0
2278,X68,X0,8,-7.983466675256051e-17
2279,X68,X1,3,0.00012195705530628322
2280,X68,X2,5,2.0716258692559178e-07
2281,X68,X3,2,0.02531629937059931
2282,X68,X4,4,2.046563398541972e-08
2283,X68,X5,7,2.4312127571285154e-08
2284,X68,X6,3,8.697719924933146e-06
2285,X68,X7,5,1.6878101160177467e-05
2286,X68,X8,-1,0.0
2287,X68,X9,4,0.0
2288,X68,X10,6,6.018578503330901e-08
2289,X68,X11,6,0.0
2290,X68,X12,7,0.0
2291,X68,X13,4,3.884551915486219e-08
2292,X68,X14,6,0.0
2293,X68,X15,7,0.0
2294,X68,X16,6,5.936386757573266e-08
2295,X68,X17,2,0.0058330843204245225
2296,X68,X18,5,0.0
2297,X68,X19,5,8.957810678515205e-09
2298,X68,X20,7,0.0
2299,X68,X21,4,1.5176042534636503e-06
2300,X68,X22,4,3.104619924679383e-08
2301,X68,X23,4,4.917107053736814e-07
2302,X68,X24,5,4.310956136794594e-10
2303,X68,X25,1,0.052003678676445966
2304,X68,X26,7,0.0
2305,X68,X27,3,0.00029867616004884256
2306,X68,X28,3,0.002684117664188204
2307,X68,X29,5,0.0
2308,X68,X30,5,0.0
2309,X68,X31,-1,0.0
2310,X68,X32,6,0.0
2311,X68,X33,4,4.2994547608304407e-10
2312,X68,X34,3,2.0484900091869828e-05
2313,X68,X35,4,0.0016806376717373693
2314,X68,X36,6,1.2365601518494107e-05
2315,X68,X37,-1,0.0
2316,X68,X38,-1,0.0
2317,X68,X39,7,0.0
2318,X68,X40,6,0.0
2319,X68,X41,3,8.391108891635436e-07
2320,X68,X42,2,3.07548115917295e-06
2321,X68,X43,5,2.0867572966988676e-07
2322,X68,X44,7,8.466161495324082e-09
2323,X68,X45,-1,0.0
2324,X68,X46,4,0.0
2325,X68,X47,4,2.1309392686326553e-05
2326,X68,X48,-1,0.0
2327,X68,X49,6,-1.9674134212558085e-17
2328,X68,X50,7,7.715885862189193e-16
2329,X68,X51,5,5.286394046937654e-15
2330,X68,X52,3,0.0
2331,X68,X53,5,0.0
2332,X68,X54,8,0.0
2333,X68,X55,5,0.0
2334,X68,X56,8,0.0
2335,X68,X57,5,0.0010020025080205806
2336,X68,X58,7,0.0
2337,X68,X59,-1,0.0
2338,X68,X60,-1,0.0
2339,X68,X61,2,0.00033102762717930525
2340,X68,X62,-1,0.0
2341,X68,X63,4,3.88911897675735e-08
2342,X68,X64,4,1.8572635878832497e-07
2343,X68,X65,6,0.0
2344,X68,X66,3,0.0004167583719886696
2345,X68,X67,-1,0.0
2346,X69,X0,6,1.850672453346389e-16
2347,X69,X1,2,0.03314502312134104
2348,X69,X2,2,0.0023945911921121575
2349,X69,X3,3,9.27950975019643e-06
2350,X69,X4,3,1.5401198035096307e-06
2351,X69,X5,4,0.006637907363893469
2352,X69,X6,4,3.3454111903826356e-09
2353,X69,X7,2,2.8452692036705926e-05
2354,X69,X8,-1,0.0
2355,X69,X9,5,0.0
2356,X69,X10,3,0.01667000587809779
2357,X69,X11,5,0.0
2358,X69,X12,6,0.0
2359,X69,X13,1,0.010441931897484887
2360,X69,X14,4,0.0
2361,X69,X15,5,0.0
2362,X69,X16,3,0.0006844780677911656
2363,X69,X17,3,1.4409200309803416e-06
2364,X69,X18,6,0.0
2365,X69,X19,3,0.03543870354285697
2366,X69,X20,6,0.0
2367,X69,X21,1,0.5061996537598333
2368,X69,X22,3,7.519233047341943e-06
2369,X69,X23,1,0.17775185666970822
2370,X69,X24,4,1.288866499921245e-08
2371,X69,X25,2,1.8320868304249087e-05
2372,X69,X26,6,0.0
2373,X69,X27,4,1.0131025050808245e-07
2374,X69,X28,4,3.430367909930561e-07
2375,X69,X29,3,0.0008846196747825993
2376,X69,X30,4,0.0
2377,X69,X31,-1,0.0
2378,X69,X32,5,0.0
2379,X69,X33,3,0.0015677810738266955
2380,X69,X34,2,0.0015312553768096048
2381,X69,X35,3,6.88842171335535e-08
2382,X69,X36,5,5.055836671433332e-10
2383,X69,X37,-1,0.0
2384,X69,X38,-1,0.0
2385,X69,X39,5,0.0
2386,X69,X40,3,0.0005502737428614533
2387,X69,X41,4,3.247601357906584e-10
2388,X69,X42,3,1.1902673220584852e-09
2389,X69,X43,2,0.07059797752965447
2390,X69,X44,4,9.625343241184432e-05
2391,X69,X45,-1,0.0
2392,X69,X46,5,0.0
2393,X69,X47,2,0.011065376480347649
2394,X69,X48,-1,0.0
2395,X69,X49,3,5.781379773556309e-17
2396,X69,X50,5,2.2187555415559274e-14
2397,X69,X51,2,1.5362343104492713e-13
2398,X69,X52,2,0.00010100539193216851
2399,X69,X53,6,0.0
2400,X69,X54,5,0.0
2401,X69,X55,2,0.0016683229647148305
2402,X69,X56,6,0.0
2403,X69,X57,4,4.1033558024694485e-08
2404,X69,X58,4,0.0
2405,X69,X59,-1,0.0
2406,X69,X60,-1,0.0
2407,X69,X61,1,0.003047384587071992
2408,X69,X62,-1,0.0
2409,X69,X63,5,1.5041282357407563e-11
2410,X69,X64,3,5.520708702886322e-06
2411,X69,X65,3,0.0
2412,X69,X66,4,7.799824114232108e-05
2413,X69,X67,-1,0.0
2414,X69,X68,3,1.8228017918566603e-06
2415,X70,X0,-1,0.0
2416,X70,X1,-1,0.0
2417,X70,X2,-1,0.0
2418,X70,X3,-1,0.0
2419,X70,X4,-1,0.0
2420,X70,X5,-1,0.0
2421,X70,X6,-1,0.0
2422,X70,X7,-1,0.0
2423,X70,X8,-1,0.0
