,var1,var2,distance,mutual_information
3262,X81,X22,4,4.0208307313752156e-07
3263,X81,X23,2,0.011415260696184183
3264,X81,X24,5,0.0
3265,X81,X25,3,0.0
3266,X81,X26,7,0.0
3267,X81,X27,5,0.0
3268,X81,X28,5,0.0
3269,X81,X29,4,0.0
3270,X81,X30,5,0.0
3271,X81,X31,-1,0.0
3272,X81,X32,6,0.0
3273,X81,X33,4,9.882086222585138e-05
3274,X81,X34,3,4.3725299461306114e-05
3275,X81,X35,4,0.0
3276,X81,X36,6,0.0
3277,X81,X37,-1,0.0
3278,X81,X38,-1,0.0
3279,X81,X39,6,0.0
3280,X81,X40,4,0.0
3281,X81,X41,5,0.0
3282,X81,X42,4,0.0
3283,X81,X43,3,0.004847157371339669
3284,X81,X44,5,0.0
3285,X81,X45,-1,0.0
3286,X81,X46,6,0.0
3287,X81,X47,3,0.00030345948458306623
3288,X81,X48,-1,0.0
3289,X81,X49,4,0.0
3290,X81,X50,6,0.0
3291,X81,X51,3,0.0
3292,X81,X52,3,0.0
3293,X81,X53,7,0.0
3294,X81,X54,6,0.0
3295,X81,X55,3,0.0
3296,X81,X56,7,0.0
3297,X81,X57,5,0.0
3298,X81,X58,5,0.0
3299,X81,X59,-1,0.0
3300,X81,X60,-1,0.0
3301,X81,X61,2,1.1359382377509279e-06
3302,X81,X62,-1,0.0
3303,X81,X63,6,0.0
3304,X81,X64,4,0.0
3305,X81,X65,4,0.0
3306,X81,X66,5,0.0
3307,X81,X67,-1,0.0
3308,X81,X68,4,0.0
3309,X81,X69,1,0.0419143418842742
3310,X81,X70,-1,0.0
3311,X81,X71,-1,0.0
3312,X81,X72,7,0.0
3313,X81,X73,6,0.0
3314,X81,X74,2,0.0
3315,X81,X75,5,0.0
3316,X81,X76,-1,0.0
3317,X81,X77,6,0.0
3318,X81,X78,-1,0.0
3319,X81,X79,5,0.0
3320,X81,X80,2,0.034661932425429455
3321,X82,X0,8,-5.625566365896155e-18
3322,X82,X1,4,3.163093025783769e-10
3323,X82,X2,3,1.3140720489979716e-05
3324,X82,X3,6,0.0
3325,X82,X4,6,4.9499575582061513e-11
3326,X82,X5,7,7.952299772202288e-10
3327,X82,X6,7,0.0
3328,X82,X7,1,0.001986399283159317
3329,X82,X8,-1,0.0
3330,X82,X9,8,0.0
3331,X82,X10,6,1.96863431148671e-09
3332,X82,X11,7,0.0
3333,X82,X12,5,0.0
3334,X82,X13,4,1.2698669519405729e-09
3335,X82,X14,6,0.0
3336,X82,X15,6,0.0
3337,X82,X16,4,3.760046652263356e-06
3338,X82,X17,4,3.0761407483673024e-06
3339,X82,X18,9,0.0
3340,X82,X19,4,2.831029554972253e-06
3341,X82,X20,7,0.0
3342,X82,X21,4,4.9629857543246817e-08
3343,X82,X22,5,8.073195069910223e-14
3344,X82,X23,4,1.608721129464298e-08
3345,X82,X24,5,7.045559640932769e-11
3346,X82,X25,5,3.5812310476950737e-07
3347,X82,X26,5,0.0
3348,X82,X27,5,2.2319248253727584e-12
3349,X82,X28,3,6.653542602780434e-06
3350,X82,X29,4,0.0
3351,X82,X30,6,0.0
3352,X82,X31,-1,0.0
3353,X82,X32,6,0.0
3354,X82,X33,5,1.3517031388671664e-07
3355,X82,X34,5,4.954051891311161e-08
3356,X82,X35,2,1.0633514316061167e-05
3357,X82,X36,4,7.755630742883829e-08
3358,X82,X37,-1,0.0
3359,X82,X38,-1,0.0
3360,X82,X39,6,0.0
3361,X82,X40,4,0.0
3362,X82,X41,5,0.0
3363,X82,X42,6,0.0
3364,X82,X43,5,6.827569733727082e-09
3365,X82,X44,5,5.300990474607544e-07
3366,X82,X45,-1,0.0
3367,X82,X46,6,0.0
3368,X82,X47,3,3.0925859040918213e-06
3369,X82,X48,-1,0.0
3370,X82,X49,5,-7.749862345948681e-17
3371,X82,X50,7,3.6506021530806874e-17
3372,X82,X51,5,9.330374065958533e-16
3373,X82,X52,5,0.0
3374,X82,X53,9,0.0
3375,X82,X54,6,0.0
3376,X82,X55,3,0.0
3377,X82,X56,7,0.0
3378,X82,X57,3,6.319170347602091e-06
3379,X82,X58,7,0.0
3380,X82,X59,-1,0.0
3381,X82,X60,-1,0.0
3382,X82,X61,4,2.369433256737111e-09
3383,X82,X62,-1,0.0
3384,X82,X63,6,0.0
3385,X82,X64,4,3.0193371058540916e-08
3386,X82,X65,6,0.0
3387,X82,X66,5,2.177567678978196e-07
3388,X82,X67,-1,0.0
3389,X82,X68,6,3.570387854438407e-08
3390,X82,X69,3,5.9538877768559916e-08
3391,X82,X70,-1,0.0
3392,X82,X71,-1,0.0
3393,X82,X72,7,0.0
3394,X82,X73,7,6.072705418220155e-17
3395,X82,X74,4,0.0
3396,X82,X75,5,0.0
3397,X82,X76,-1,0.0
3398,X82,X77,4,0.0
3399,X82,X78,-1,0.0
3400,X82,X79,3,1.5132917669102711e-06
3401,X82,X80,4,4.924989680515907e-08
3402,X82,X81,4,0.0
3403,X83,X0,10,0.0
3404,X83,X1,6,0.0
3405,X83,X2,5,0.0
3406,X83,X3,6,0.0
3407,X83,X4,8,0.0
3408,X83,X5,9,0.0
3409,X83,X6,7,0.0
3410,X83,X7,3,0.0
3411,X83,X8,-1,0.0
3412,X83,X9,8,0.0
3413,X83,X10,8,0.0
3414,X83,X11,9,0.0
3415,X83,X12,5,0.0
3416,X83,X13,6,0.0
3417,X83,X14,8,0.0
3418,X83,X15,8,0.0
3419,X83,X16,6,0.0
3420,X83,X17,4,0.0
3421,X83,X18,9,0.0
3422,X83,X19,6,0.0
3423,X83,X20,9,0.0
3424,X83,X21,6,0.0
3425,X83,X22,7,0.0
3426,X83,X23,6,0.0
3427,X83,X24,7,0.0
3428,X83,X25,5,0.0
3429,X83,X26,1,0.03488958232877344
3430,X83,X27,7,0.0
3431,X83,X28,3,0.0
3432,X83,X29,6,0.0
3433,X83,X30,8,0.0
3434,X83,X31,-1,0.0
3435,X83,X32,8,0.0
3436,X83,X33,7,0.0
3437,X83,X34,7,0.0
3438,X83,X35,2,0.0
3439,X83,X36,4,0.0
3440,X83,X37,-1,0.0
3441,X83,X38,-1,0.0
3442,X83,X39,8,0.0
3443,X83,X40,6,0.0
3444,X83,X41,7,0.0
3445,X83,X42,6,0.0
3446,X83,X43,7,0.0
3447,X83,X44,7,0.0
3448,X83,X45,-1,0.0
3449,X83,X46,8,0.0
3450,X83,X47,5,0.0
3451,X83,X48,-1,0.0
3452,X83,X49,7,0.0
3453,X83,X50,9,0.0
3454,X83,X51,7,0.0
3455,X83,X52,7,0.0
3456,X83,X53,9,0.0
3457,X83,X54,8,0.0
3458,X83,X55,5,0.0
3459,X83,X56,9,0.0
3460,X83,X57,3,0.0
3461,X83,X58,9,0.0
3462,X83,X59,-1,0.0
3463,X83,X60,-1,0.0
3464,X83,X61,6,0.0
3465,X83,X62,-1,0.0
3466,X83,X63,8,0.0
3467,X83,X64,6,0.0
3468,X83,X65,8,0.0
3469,X83,X66,7,0.0
3470,X83,X67,-1,0.0
3471,X83,X68,6,0.0
3472,X83,X69,5,0.0
3473,X83,X70,-1,0.0
3474,X83,X71,-1,0.0
3475,X83,X72,9,0.0
3476,X83,X73,9,0.0
3477,X83,X74,6,0.0
3478,X83,X75,7,0.0
3479,X83,X76,-1,0.0
3480,X83,X77,4,0.0
3481,X83,X78,-1,0.0
3482,X83,X79,1,0.0014055893787709908
3483,X83,X80,6,0.0
3484,X83,X81,6,0.0
3485,X83,X82,4,0.0
3486,X84,X0,8,-6.237752808494361e-17
3487,X84,X1,4,5.308537095736454e-09
3488,X84,X2,3,0.00019638803881324085
3489,X84,X3,6,0.0
3490,X84,X4,6,7.911813474814412e-10
3491,X84,X5,7,1.292190538660581e-08
3492,X84,X6,7,0.0
3493,X84,X7,1,0.009666299057041722
3494,X84,X8,-1,0.0
3495,X84,X9,8,0.0
3496,X84,X10,6,3.1981795089732975e-08
3497,X84,X11,7,0.0
3498,X84,X12,5,0.0
3499,X84,X13,4,2.0709130565376227e-08
3500,X84,X14,6,0.0
3501,X84,X15,6,0.0
3502,X84,X16,4,5.641740041854545e-05
3503,X84,X17,4,5.0185283891167635e-05
3504,X84,X18,9,0.0
3505,X84,X19,4,4.415596163287179e-05
3506,X84,X20,7,0.0
3507,X84,X21,4,8.075458157204415e-07
3508,X84,X22,5,1.3542671861420704e-12
3509,X84,X23,4,2.6095537706429905e-07
3510,X84,X24,5,1.1279336643773633e-09
3511,X84,X25,5,5.767238841498148e-06
3512,X84,X26,5,0.0
3513,X84,X27,5,3.573261538581607e-11
3514,X84,X28,3,0.00010823799106068758
3515,X84,X29,4,0.0
3516,X84,X30,6,0.0
3517,X84,X31,-1,0.0
3518,X84,X32,6,0.0
3519,X84,X33,5,2.1630919999158637e-06
3520,X84,X34,5,7.937895071494531e-07
3521,X84,X35,2,0.00016992171065409673
3522,X84,X36,4,1.2760774245542414e-06
3523,X84,X37,-1,0.0
3524,X84,X38,-1,0.0
3525,X84,X39,6,0.0
3526,X84,X40,4,0.0
3527,X84,X41,5,0.0
3528,X84,X42,6,0.0
3529,X84,X43,5,1.107132202553573e-07
3530,X84,X44,5,8.399540896232452e-06
3531,X84,X45,-1,0.0
3532,X84,X46,6,0.0
3533,X84,X47,3,4.880811583094164e-05
3534,X84,X48,-1,0.0
3535,X84,X49,5,-9.644325126838958e-17
3536,X84,X50,7,1.87040152283355e-15
3537,X84,X51,5,1.350780119842714e-14
3538,X84,X52,5,0.0
3539,X84,X53,9,0.0
3540,X84,X54,6,0.0
3541,X84,X55,3,0.0
3542,X84,X56,7,0.0
3543,X84,X57,3,0.00010207708979757108
3544,X84,X58,7,0.0
3545,X84,X59,-1,0.0
3546,X84,X60,-1,0.0
3547,X84,X61,4,3.800077797329089e-08
3548,X84,X62,-1,0.0
3549,X84,X63,6,0.0
3550,X84,X64,4,4.985761826450249e-07
3551,X84,X65,6,0.0
3552,X84,X66,5,3.481666616361723e-06
3553,X84,X67,-1,0.0
3554,X84,X68,6,5.711078710921773e-07
3555,X84,X69,3,9.695258746823793e-07
3556,X84,X70,-1,0.0
3557,X84,X71,-1,0.0
3558,X84,X72,7,0.0
3559,X84,X73,7,9.676209259662374e-16
3560,X84,X74,4,0.0
3561,X84,X75,5,0.0
3562,X84,X76,-1,0.0
3563,X84,X77,4,0.0
3564,X84,X78,-1,0.0
3565,X84,X79,3,2.4240403266644333e-05
3566,X84,X80,4,8.012280515789312e-07
3567,X84,X81,4,0.0
3568,X84,X82,2,4.208539227127982e-05
3569,X84,X83,4,0.0
3570,X85,X0,8,0.0
3571,X85,X1,5,0.0
3572,X85,X2,5,0.0
3573,X85,X3,2,0.0
3574,X85,X4,6,0.0
3575,X85,X5,8,0.0
3576,X85,X6,1,0.3092652012015762
3577,X85,X7,7,0.0
3578,X85,X8,-1,0.0
3579,X85,X9,2,0.0
3580,X85,X10,8,0.0
3581,X85,X11,8,0.0
3582,X85,X12,9,0.0
3583,X85,X13,6,0.0
3584,X85,X14,6,0.0
3585,X85,X15,8,0.0
3586,X85,X16,6,0.0
3587,X85,X17,4,0.0
3588,X85,X18,1,0.23064034348252807
3589,X85,X19,6,0.0
3590,X85,X20,7,0.0
3591,X85,X21,6,0.0
3592,X85,X22,6,0.0
3593,X85,X23,6,0.0
3594,X85,X24,5,0.0
3595,X85,X25,3,0.0
3596,X85,X26,9,0.0
3597,X85,X27,3,0.0
3598,X85,X28,5,0.0
3599,X85,X29,5,0.0
3600,X85,X30,7,0.0
3601,X85,X31,-1,0.0
3602,X85,X32,6,0.0
3603,X85,X33,6,0.0
3604,X85,X34,5,0.0
3605,X85,X35,6,0.0
3606,X85,X36,8,0.0
3607,X85,X37,-1,0.0
3608,X85,X38,-1,0.0
3609,X85,X39,7,0.0
3610,X85,X40,7,0.0
3611,X85,X41,5,0.0
3612,X85,X42,4,0.0
3613,X85,X43,7,0.0
3614,X85,X44,7,0.0
3615,X85,X45,-1,0.0
3616,X85,X46,4,0.0
3617,X85,X47,6,0.0
3618,X85,X48,-1,0.0
3619,X85,X49,7,0.0
3620,X85,X50,7,0.0
3621,X85,X51,6,0.0
3622,X85,X52,5,0.0
3623,X85,X53,1,0.18950371946278818
3624,X85,X54,8,0.0
3625,X85,X55,6,0.0
3626,X85,X56,8,0.0
3627,X85,X57,7,0.0
3628,X85,X58,9,0.0
3629,X85,X59,-1,0.0
3630,X85,X60,-1,0.0
3631,X85,X61,4,0.0
3632,X85,X62,-1,0.0
3633,X85,X63,6,0.0
3634,X85,X64,4,0.0
3635,X85,X65,8,0.0
3636,X85,X66,3,0.0
3637,X85,X67,-1,0.0
3638,X85,X68,4,0.0
3639,X85,X69,5,0.0
3640,X85,X70,-1,0.0
3641,X85,X71,-1,0.0
3642,X85,X72,7,0.0
3643,X85,X73,7,0.0
3644,X85,X74,6,0.0
3645,X85,X75,5,0.0
3646,X85,X76,-1,0.0
3647,X85,X77,8,0.0
3648,X85,X78,-1,0.0
3649,X85,X79,7,0.0
3650,X85,X80,6,0.0
3651,X85,X81,6,0.0
3652,X85,X82,8,0.0
3653,X85,X83,8,0.0
3654,X85,X84,8,0.0
3655,X86,X0,9,0.0
3656,X86,X1,3,0.0
3657,X86,X2,4,0.0
3658,X86,X3,4,0.0
3659,X86,X4,2,2.667497517882351e-05
3660,X86,X5,6,0.0
3661,X86,X6,5,0.0
3662,X86,X7,5,0.0
3663,X86,X8,-1,0.0
3664,X86,X9,6,0.0
3665,X86,X10,5,0.0
3666,X86,X11,4,0.0
3667,X86,X12,9,0.0
3668,X86,X13,4,0.0
3669,X86,X14,6,0.0
3670,X86,X15,5,0.0
3671,X86,X16,5,0.0
3672,X86,X17,4,0.0
3673,X86,X18,7,0.0
3674,X86,X19,3,0.0
3675,X86,X20,8,0.0
3676,X86,X21,4,0.0
3677,X86,X22,4,0.0
3678,X86,X23,4,0.0
3679,X86,X24,6,0.0
3680,X86,X25,3,0.0
3681,X86,X26,9,0.0
3682,X86,X27,5,0.0
3683,X86,X28,5,0.0
3684,X86,X29,6,0.0
3685,X86,X30,5,0.0
3686,X86,X31,-1,0.0
3687,X86,X32,7,0.0
3688,X86,X33,2,0.0
3689,X86,X34,1,0.025217776355699606
3690,X86,X35,6,0.0
3691,X86,X36,8,0.0
3692,X86,X37,-1,0.0
3693,X86,X38,-1,0.0
3694,X86,X39,5,0.0
3695,X86,X40,6,0.0
3696,X86,X41,5,0.0
3697,X86,X42,4,0.0
3698,X86,X43,4,0.0
3699,X86,X44,6,0.0
3700,X86,X45,-1,0.0
3701,X86,X46,6,0.0
3702,X86,X47,4,0.0
3703,X86,X48,-1,0.0
3704,X86,X49,4,0.0
3705,X86,X50,7,0.0
3706,X86,X51,5,0.0
3707,X86,X52,3,0.0
3708,X86,X53,7,0.0
3709,X86,X54,7,0.0
3710,X86,X55,5,0.0
3711,X86,X56,6,0.0
3712,X86,X57,7,0.0
3713,X86,X58,6,0.0
3714,X86,X59,-1,0.0
3715,X86,X60,-1,0.0
3716,X86,X61,2,0.0
3717,X86,X62,-1,0.0
3718,X86,X63,6,0.0
3719,X86,X64,5,0.0
3720,X86,X65,5,0.0
3721,X86,X66,5,0.0
3722,X86,X67,-1,0.0
3723,X86,X68,4,0.0
3724,X86,X69,3,0.0
3725,X86,X70,-1,0.0
3726,X86,X71,-1,0.0
3727,X86,X72,7,0.0
3728,X86,X73,8,0.0
3729,X86,X74,4,0.0
3730,X86,X75,6,0.0
3731,X86,X76,-1,0.0
3732,X86,X77,8,0.0
3733,X86,X78,-1,0.0
3734,X86,X79,7,0.0
3735,X86,X80,4,0.0
3736,X86,X81,4,0.0
3737,X86,X82,6,0.0
3738,X86,X83,8,0.0
3739,X86,X84,6,0.0
3740,X86,X85,6,0.0
3741,X87,X0,8,0.0
3742,X87,X1,2,0.0005626368150126481
3743,X87,X2,4,0.0
3744,X87,X3,3,0.0
3745,X87,X4,3,1.2830310384378207e-07
3746,X87,X5,6,2.946931205638541e-07
3747,X87,X6,4,0.0
3748,X87,X7,4,0.0
3749,X87,X8,-1,0.0
3750,X87,X9,5,0.0
3751,X87,X10,5,7.263687694988169e-07
3752,X87,X11,5,0.0
3753,X87,X12,8,0.0
3754,X87,X13,3,5.105669186925107e-07
3755,X87,X14,6,0.0
3756,X87,X15,6,0.0
3757,X87,X16,5,0.0
3758,X87,X17,3,0.0
3759,X87,X18,6,0.0
3760,X87,X19,4,1.070762979235335e-06
3761,X87,X20,8,0.0
3762,X87,X21,3,1.9111757423765093e-05
3763,X87,X22,3,1.8014971814895955e-07
3764,X87,X23,3,5.772461850313742e-06
3765,X87,X24,6,0.0
3766,X87,X25,2,0.0
3767,X87,X26,8,0.0
3768,X87,X27,4,0.0
3769,X87,X28,4,0.0
3770,X87,X29,5,0.0
3771,X87,X30,4,0.0
3772,X87,X31,-1,0.0
3773,X87,X32,7,0.0
3774,X87,X33,3,5.2277948235550926e-08
3775,X87,X34,2,0.00016969606002887466
3776,X87,X35,5,0.0
3777,X87,X36,7,0.0
3778,X87,X37,-1,0.0
3779,X87,X38,-1,0.0
3780,X87,X39,6,0.0
3781,X87,X40,5,0.0
3782,X87,X41,4,0.0
3783,X87,X42,3,0.0
3784,X87,X43,4,2.4296730786772255e-06
3785,X87,X44,6,0.0
3786,X87,X45,-1,0.0
3787,X87,X46,5,0.0
3788,X87,X47,3,0.00013008339204508096
3789,X87,X48,-1,0.0
3790,X87,X49,5,0.0
3791,X87,X50,7,0.0
3792,X87,X51,4,0.0
3793,X87,X52,2,0.0
3794,X87,X53,6,0.0
3795,X87,X54,7,0.0
3796,X87,X55,4,0.0
3797,X87,X56,7,0.0
3798,X87,X57,6,0.0
3799,X87,X58,6,0.0
3800,X87,X59,-1,0.0
3801,X87,X60,-1,0.0
3802,X87,X61,1,0.0012056040929571122
3803,X87,X62,-1,0.0
3804,X87,X63,5,0.0
3805,X87,X64,5,0.0
3806,X87,X65,5,0.0
3807,X87,X66,4,0.0
3808,X87,X67,-1,0.0
3809,X87,X68,3,0.0
3810,X87,X69,2,2.3386631183569464e-05
3811,X87,X70,-1,0.0
3812,X87,X71,-1,0.0
3813,X87,X72,6,0.0
3814,X87,X73,7,0.0
3815,X87,X74,3,0.0
3816,X87,X75,6,0.0
3817,X87,X76,-1,0.0
3818,X87,X77,7,0.0
3819,X87,X78,-1,0.0
3820,X87,X79,6,0.0
3821,X87,X80,3,1.889359440372711e-05
3822,X87,X81,1,0.0004011565817566256
3823,X87,X82,5,0.0
3824,X87,X83,7,0.0
3825,X87,X84,5,0.0
3826,X87,X85,5,0.0
3827,X87,X86,3,0.0
3828,X88,X0,2,0.0003880422051006499
3829,X88,X1,8,0.0
3830,X88,X2,5,0.0
3831,X88,X3,6,0.0
3832,X88,X4,9,0.0
3833,X88,X5,4,0.0
3834,X88,X6,7,0.0
3835,X88,X7,7,0.0
3836,X88,X8,-1,0.0
3837,X88,X9,8,0.0
3838,X88,X10,5,0.0
3839,X88,X11,9,0.0
3840,X88,X12,11,0.0
3841,X88,X13,7,0.0
3842,X88,X14,4,0.0
3843,X88,X15,7,0.0
3844,X88,X16,6,0.0
3845,X88,X17,8,0.0
3846,X88,X18,9,0.0
3847,X88,X19,6,0.0
3848,X88,X20,7,0.0
3849,X88,X21,5,0.0
3850,X88,X22,9,0.0
3851,X88,X23,7,0.0
3852,X88,X24,5,0.0
3853,X88,X25,7,0.0
3854,X88,X26,11,0.0
3855,X88,X27,5,0.0
3856,X88,X28,9,0.0
3857,X88,X29,7,0.0
3858,X88,X30,10,0.0
3859,X88,X31,-1,0.0
3860,X88,X32,6,0.0
3861,X88,X33,7,0.0
3862,X88,X34,8,0.0
3863,X88,X35,8,0.0
3864,X88,X36,10,0.0
3865,X88,X37,-1,0.0
3866,X88,X38,-1,0.0
3867,X88,X39,5,0.0
3868,X88,X40,8,0.0
3869,X88,X41,5,0.0
3870,X88,X42,6,0.0
3871,X88,X43,6,0.0
3872,X88,X44,7,0.0
3873,X88,X45,-1,0.0
3874,X88,X46,8,0.0
3875,X88,X47,7,0.0
3876,X88,X48,-1,0.0
3877,X88,X49,5,0.0
3878,X88,X50,3,0.0
3879,X88,X51,4,0.0
3880,X88,X52,8,0.0
3881,X88,X53,9,0.0
3882,X88,X54,8,0.0
3883,X88,X55,7,0.0
3884,X88,X56,6,0.0
3885,X88,X57,9,0.0
3886,X88,X58,8,0.0
3887,X88,X59,-1,0.0
3888,X88,X60,-1,0.0
3889,X88,X61,7,0.0
3890,X88,X62,-1,0.0
3891,X88,X63,6,0.0
3892,X88,X64,4,0.0
3893,X88,X65,7,0.0
3894,X88,X66,7,0.0
3895,X88,X67,-1,0.0
3896,X88,X68,8,0.0
3897,X88,X69,6,0.0
3898,X88,X70,-1,0.0
3899,X88,X71,-1,0.0
3900,X88,X72,7,0.0
3901,X88,X73,1,0.017407280851715966
3902,X88,X74,7,0.0
3903,X88,X75,7,0.0
3904,X88,X76,-1,0.0
3905,X88,X77,10,0.0
3906,X88,X78,-1,0.0
3907,X88,X79,9,0.0
3908,X88,X80,7,0.0
3909,X88,X81,7,0.0
3910,X88,X82,8,0.0
3911,X88,X83,10,0.0
3912,X88,X84,8,0.0
3913,X88,X85,8,0.0
3914,X88,X86,9,0.0
3915,X88,X87,8,0.0
3916,X89,X0,6,5.02076256253246e-15
3917,X89,X1,4,9.42698960348866e-06
3918,X89,X2,1,0.05500425891144331
3919,X89,X3,2,0.0
3920,X89,X4,5,2.3417943225374836e-07
3921,X89,X5,5,3.4742537548262346e-06
3922,X89,X6,3,0.0
3923,X89,X7,3,0.00039625215749643315
3924,X89,X8,-1,0.0
3925,X89,X9,4,0.0
3926,X89,X10,4,8.598911316681692e-06
3927,X89,X11,5,0.0
3928,X89,X12,7,0.0
3929,X89,X13,4,5.567424540788913e-06
3930,X89,X14,4,0.0
3931,X89,X15,4,0.0
3932,X89,X16,2,0.015533463932899845
3933,X89,X17,4,1.1324438808017322e-06
3934,X89,X18,5,0.0
3935,X89,X19,2,0.01188580700312521
3936,X89,X20,5,0.0
3937,X89,X21,4,0.00021712631584128866
3938,X89,X22,5,2.4060682771946657e-09
3939,X89,X23,4,7.017060013264284e-05
3940,X89,X24,3,3.008575934463785e-07
3941,X89,X25,3,1.3156016021097054e-07
3942,X89,X26,7,0.0
3943,X89,X27,3,9.531082104169343e-09
3944,X89,X28,5,2.447640617379604e-06
3945,X89,X29,1,0.04009189365008304
3946,X89,X30,6,0.0
3947,X89,X31,-1,0.0
3948,X89,X32,4,0.0
3949,X89,X33,3,0.0005772621003311516
3950,X89,X34,4,0.00023496093300809807
3951,X89,X35,4,3.898386688177364e-06
3952,X89,X36,6,2.8598878073234877e-08
3953,X89,X37,-1,0.0
3954,X89,X38,-1,0.0
3955,X89,X39,4,0.0
3956,X89,X40,3,0.015182258896150373
3957,X89,X41,3,0.0
3958,X89,X42,4,0.0
3959,X89,X43,3,2.9770944884000613e-05
3960,X89,X44,3,0.0022447588081819965
3961,X89,X45,-1,0.0
3962,X89,X46,2,0.0
3963,X89,X47,3,0.01312806429933508
3964,X89,X48,-1,0.0
3965,X89,X49,3,2.0667968645888324e-15
3966,X89,X50,5,5.15524578477998e-13
3967,X89,X51,4,3.582657333960037e-12
3968,X89,X52,5,0.0
3969,X89,X53,5,0.0
3970,X89,X54,4,0.0
3971,X89,X55,2,0.04638744246302513
3972,X89,X56,5,0.0
3973,X89,X57,5,2.3218035955188026e-06
3974,X89,X58,5,0.0
3975,X89,X59,-1,0.0
3976,X89,X60,-1,0.0
3977,X89,X61,4,8.698142154981461e-10
3978,X89,X62,-1,0.0
3979,X89,X63,4,0.0
3980,X89,X64,2,0.00013353409154531336
3981,X89,X65,4,0.0
3982,X89,X66,1,0.10768235333900991
3983,X89,X67,-1,0.0
3984,X89,X68,4,1.3100578046265903e-08
3985,X89,X69,3,0.00026067685934695866
3986,X89,X70,-1,0.0
3987,X89,X71,-1,0.0
3988,X89,X72,5,0.0
3989,X89,X73,5,2.3526234228222807e-13
3990,X89,X74,4,0.0
3991,X89,X75,1,0.04311569574412622
3992,X89,X76,-1,0.0
3993,X89,X77,6,0.0
3994,X89,X78,-1,0.0
3995,X89,X79,5,5.553516304426559e-07
3996,X89,X80,4,0.000215428788348169
3997,X89,X81,4,0.0
3998,X89,X82,4,8.166341141095559e-07
3999,X89,X83,6,0.0
4000,X89,X84,4,1.3238380641114275e-05
4001,X89,X85,4,0.0
4002,X89,X86,5,0.0
4003,X89,X87,5,0.0
4004,X89,X88,6,0.0
4005,X90,X0,6,4.5009040440004144e-14
4006,X90,X1,2,8.479156863415481e-05
4007,X90,X2,1,0.5380753626310253
4008,X90,X3,4,0.0
4009,X90,X4,4,2.054169870841383e-06
4010,X90,X5,5,3.161046453490626e-05
4011,X90,X6,5,0.0
4012,X90,X7,1,0.005591379507279342
4013,X90,X8,-1,0.0
4014,X90,X9,6,0.0
4015,X90,X10,4,7.813247485075666e-05
4016,X90,X11,5,0.0
4017,X90,X12,5,0.0
4018,X90,X13,2,5.186956192355279e-05
4019,X90,X14,4,0.0
4020,X90,X15,4,0.0
4021,X90,X16,2,0.12048126095543898
4022,X90,X17,4,1.8057821253906385e-05
4023,X90,X18,7,0.0
4024,X90,X19,2,0.09953646072313052
4025,X90,X20,5,0.0
4026,X90,X21,2,0.00199571277588567
4027,X90,X22,3,2.177063280894159e-08
4028,X90,X23,2,0.0006320711641262626
4029,X90,X24,3,2.703996869846603e-06
4030,X90,X25,3,2.0953152932868396e-06
4031,X90,X26,5,0.0
4032,X90,X27,3,8.567045546586808e-08
4033,X90,X28,3,3.901597349340014e-05
4034,X90,X29,2,0.1576247241059605
4035,X90,X30,4,0.0
4036,X90,X31,-1,0.0
4037,X90,X32,4,0.0
4038,X90,X33,3,0.005182099672671619
4039,X90,X34,3,0.002097254761362412
4040,X90,X35,2,6.202769076021864e-05
4041,X90,X36,4,4.5643773048953406e-07
4042,X90,X37,-1,0.0
4043,X90,X38,-1,0.0
4044,X90,X39,4,0.0
4045,X90,X40,2,0.09759910635057237
4046,X90,X41,3,0.0
4047,X90,X42,4,0.0
4048,X90,X43,3,0.0002675390905191718
4049,X90,X44,3,0.019325541557539586
4050,X90,X45,-1,0.0
4051,X90,X46,4,0.0
4052,X90,X47,1,0.11688768357231608
4053,X90,X48,-1,0.0
4054,X90,X49,3,1.8795683628664088e-14
4055,X90,X50,5,4.633655460112247e-12
4056,X90,X51,3,3.2195656710999246e-11
4057,X90,X52,3,0.0
4058,X90,X53,7,0.0
4059,X90,X54,4,0.0
4060,X90,X55,1,0.3273124031698338
4061,X90,X56,5,0.0
4062,X90,X57,3,3.698503216114724e-05
4063,X90,X58,5,0.0
4064,X90,X59,-1,0.0
4065,X90,X60,-1,0.0
4066,X90,X61,2,1.3847743110832408e-08
4067,X90,X62,-1,0.0
4068,X90,X63,4,0.0
4069,X90,X64,2,0.0017461340039039966
4070,X90,X65,4,0.0
4071,X90,X66,3,0.005739984276789111
4072,X90,X67,-1,0.0
4073,X90,X68,4,2.0851134698899828e-07
4074,X90,X69,1,0.0024089616904929383
4075,X90,X70,-1,0.0
4076,X90,X71,-1,0.0
4077,X90,X72,5,0.0
4078,X90,X73,5,2.114833914305011e-12
4079,X90,X74,2,0.0
4080,X90,X75,3,0.0
4081,X90,X76,-1,0.0
4082,X90,X77,4,0.0
4083,X90,X78,-1,0.0
4084,X90,X79,3,8.84004542463972e-06
4085,X90,X80,2,0.0019779104359076323
4086,X90,X81,2,0.0
4087,X90,X82,2,1.3225864190599137e-05
4088,X90,X83,4,0.0
4089,X90,X84,2,0.00019769373712078247
4090,X90,X85,6,0.0
4091,X90,X86,4,0.0
4092,X90,X87,3,0.0
4093,X90,X88,6,0.0
4094,X90,X89,2,0.02995457596957516
4095,X91,X0,-1,0.0
